Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time (UTC),Year,Month,Day,Time (UTC),Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Precip. Amount (mm),Precip. Amount Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/14/2021 20:00,2021,6,14,20:00,18.1,,15.3,,83,,0,,20,,9,,,,100.89,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/14/2021 21:00,2021,6,14,21:00,18,,14.5,,80,,0,,17,,7,,,,100.89,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/14/2021 22:00,2021,6,14,22:00,18.4,,14.6,,78,,0,,18,,9,,,,100.88,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/14/2021 23:00,2021,6,14,23:00,18.6,,13.8,,74,,0,,14,,8,,,,100.91,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/15/2021 0:00,2021,6,15,0:00,19.2,,14.2,,73,,0,,16,,10,,,,100.92,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/15/2021 1:00,2021,6,15,1:00,17.3,,15.2,,88,,0.5,,14,,7,,,,100.94,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/15/2021 2:00,2021,6,15,2:00,17.7,,14.6,,82,,0,,17,,4,,,,100.92,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/15/2021 3:00,2021,6,15,3:00,16.9,,14.6,,86,,0,,14,,6,,,,100.96,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/15/2021 4:00,2021,6,15,4:00,16.4,,14.4,,88,,0,,13,,6,,,,100.97,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/15/2021 5:00,2021,6,15,5:00,15.2,,13.5,,90,,0,,15,,4,,,,101,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/15/2021 6:00,2021,6,15,6:00,13.8,,12.9,,94,,0,,28,,2,,,,101.04,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/15/2021 7:00,2021,6,15,7:00,12.9,,12.4,,97,,0,,2,,2,,,,101.01,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/15/2021 8:00,2021,6,15,8:00,12.2,,11.6,,96,,0,,,,0,,,,101.02,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/15/2021 9:00,2021,6,15,9:00,12.2,,11.9,,98,,0,,33,,2,,,,101.01,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/15/2021 10:00,2021,6,15,10:00,12.4,,12,,98,,2.3,,0,,1,,,,101.02,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/15/2021 11:00,2021,6,15,11:00,12.2,,11.9,,98,,0,,21,,2,,,,101.02,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/15/2021 12:00,2021,6,15,12:00,12.3,,12,,98,,0,,0,,1,,,,101.06,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/15/2021 13:00,2021,6,15,13:00,12.2,,11.8,,97,,0.4,,11,,5,,,,101.11,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/15/2021 14:00,2021,6,15,14:00,11.9,,11.4,,97,,3.4,,33,,3,,,,101.2,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/15/2021 15:00,2021,6,15,15:00,12.5,,11.8,,96,,0,,3,,4,,,,101.21,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/15/2021 16:00,2021,6,15,16:00,13.1,,12.1,,94,,0,,28,,2,,,,101.23,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/15/2021 17:00,2021,6,15,17:00,14.3,,11.8,,84,,0,,34,,1,,,,101.23,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/15/2021 18:00,2021,6,15,18:00,14.4,,12.1,,86,,0.3,,20,,3,,,,101.26,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/15/2021 19:00,2021,6,15,19:00,16.1,,12.3,,78,,1.8,,9,,4,,,,101.3,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/15/2021 20:00,2021,6,15,20:00,16.7,,11.3,,71,,0,,15,,10,,,,101.34,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/15/2021 21:00,2021,6,15,21:00,17.5,,9.8,,61,,0,,14,,13,,,,101.36,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/15/2021 22:00,2021,6,15,22:00,18.6,,9.5,,55,,0,,15,,12,,,,101.42,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/15/2021 23:00,2021,6,15,23:00,17,,12,,72,,0.1,,5,,2,,,,101.52,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/16/2021 0:00,2021,6,16,0:00,17.4,,12.3,,72,,0.1,,30,,4,,,,101.55,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/16/2021 1:00,2021,6,16,1:00,17,,12,,73,,0,,18,,3,,,,101.6,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/16/2021 2:00,2021,6,16,2:00,16.3,,11.2,,72,,0,,13,,3,,,,101.63,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/16/2021 3:00,2021,6,16,3:00,15,,12.7,,86,,0,,34,,1,,,,101.68,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/16/2021 4:00,2021,6,16,4:00,14.1,,12.4,,90,,0,,0,,1,,,,101.74,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/16/2021 5:00,2021,6,16,5:00,13.1,,12.4,,96,,0,,35,,3,,,,101.85,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/16/2021 6:00,2021,6,16,6:00,12.5,,12,,96,,0,,33,,2,,,,101.89,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/16/2021 7:00,2021,6,16,7:00,11.9,,11.5,,97,,0,,0,,1,,,,101.95,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/16/2021 8:00,2021,6,16,8:00,12.2,,11.8,,98,,1.4,,2,,2,,,,101.98,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/16/2021 9:00,2021,6,16,9:00,12,,11.7,,98,,1,,32,,3,,,,102.01,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/16/2021 10:00,2021,6,16,10:00,11.7,,11.3,,98,,0,,33,,3,,,,102.03,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/16/2021 11:00,2021,6,16,11:00,11.6,,11.3,,98,,0,,1,,1,,,,102.05,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/16/2021 12:00,2021,6,16,12:00,11.2,,10.9,,98,,0,,34,,2,,,,102.09,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/16/2021 13:00,2021,6,16,13:00,11.4,,11.1,,98,,0,,0,,1,,,,102.13,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/16/2021 14:00,2021,6,16,14:00,11.8,,11.4,,97,,0,,,,0,,,,102.16,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/16/2021 15:00,2021,6,16,15:00,12.5,,11.8,,96,,0,,22,,2,,,,102.19,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/16/2021 16:00,2021,6,16,16:00,14.4,,13.3,,93,,0,,4,,1,,,,102.17,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/16/2021 17:00,2021,6,16,17:00,15.3,,12.4,,83,,0,,20,,4,,,,102.16,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/16/2021 18:00,2021,6,16,18:00,16.3,,12.1,,76,,0,,18,,4,,,,102.16,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/16/2021 19:00,2021,6,16,19:00,17.4,,11.5,,68,,0,,19,,4,,,,102.11,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/16/2021 20:00,2021,6,16,20:00,20.4,,11.9,,58,,0,,18,,7,,,,102.03,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/16/2021 21:00,2021,6,16,21:00,21.7,,10.2,,48,,0,,23,,6,,,,101.94,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/16/2021 22:00,2021,6,16,22:00,21.6,,7.9,,41,,0,,18,,11,,,,101.87,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/16/2021 23:00,2021,6,16,23:00,21.8,,9.6,,46,,0,,17,,12,,,,101.81,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/17/2021 0:00,2021,6,17,0:00,21.6,,10.2,,48,,0,,17,,12,,,,101.77,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/17/2021 1:00,2021,6,17,1:00,21,,10.3,,50,,0,,15,,10,,,,101.71,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/17/2021 2:00,2021,6,17,2:00,20.4,,9.7,,50,,0,,16,,11,,,,101.67,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/17/2021 3:00,2021,6,17,3:00,18.7,,10,,57,,0,,20,,4,,,,101.64,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/17/2021 4:00,2021,6,17,4:00,15.2,,10.9,,75,,0,,1,,2,,,,101.64,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/17/2021 5:00,2021,6,17,5:00,13.3,,10.7,,84,,0,,5,,2,,,,101.69,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/17/2021 6:00,2021,6,17,6:00,11.5,,10.3,,92,,0,,4,,1,,,,101.68,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/17/2021 7:00,2021,6,17,7:00,11.1,,9.8,,92,,0,,2,,4,,,,101.68,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/17/2021 8:00,2021,6,17,8:00,10.5,,9.7,,95,,0,,0,,1,,,,101.65,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/17/2021 9:00,2021,6,17,9:00,10,,9.3,,95,,0,,0,,1,,,,101.65,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/17/2021 10:00,2021,6,17,10:00,9.3,,8.6,,96,,0,,2,,3,,,,101.63,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/17/2021 11:00,2021,6,17,11:00,9.4,,8.8,,96,,0,,0,,1,,,,101.63,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/17/2021 12:00,2021,6,17,12:00,9.2,,8.5,,96,,0,,3,,2,,,,101.62,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/17/2021 13:00,2021,6,17,13:00,8.9,,8.3,,96,,0,,0,,1,,,,101.62,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/17/2021 14:00,2021,6,17,14:00,10.8,,9.1,,89,,0,,34,,5,,,,101.65,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/17/2021 15:00,2021,6,17,15:00,13.2,,9,,76,,0,,28,,4,,,,101.63,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/17/2021 16:00,2021,6,17,16:00,15,,9.6,,70,,0,,34,,5,,,,101.6,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/17/2021 17:00,2021,6,17,17:00,17.6,,8,,53,,0,,35,,3,,,,101.57,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/17/2021 18:00,2021,6,17,18:00,20.2,,9,,48,,0,,21,,2,,,,101.49,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/17/2021 19:00,2021,6,17,19:00,21,,9.7,,48,,0,,17,,14,,,,101.48,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/17/2021 20:00,2021,6,17,20:00,21.8,,10.1,,48,,0,,16,,12,,,,101.42,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/17/2021 21:00,2021,6,17,21:00,22.1,,10,,46,,0,,14,,10,,,,101.37,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/17/2021 22:00,2021,6,17,22:00,23.3,,9.7,,42,,0,,14,,12,,,,101.32,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/17/2021 23:00,2021,6,17,23:00,23.9,,9.4,,40,,0,,14,,13,,,,101.31,,25,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/18/2021 0:00,2021,6,18,0:00,24.2,,10.2,,41,,0,,16,,9,,,,101.26,,26,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/18/2021 1:00,2021,6,18,1:00,24.1,,9.6,,40,,0,,17,,10,,,,101.22,,25,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/18/2021 2:00,2021,6,18,2:00,23.2,,8.8,,40,,0,,15,,6,,,,101.18,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/18/2021 3:00,2021,6,18,3:00,20.9,,8.8,,46,,0,,18,,4,,,,101.16,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/18/2021 4:00,2021,6,18,4:00,17.7,,10.7,,63,,0,,0,,1,,,,101.19,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/18/2021 5:00,2021,6,18,5:00,15.9,,10.8,,72,,0,,5,,1,,,,101.22,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/18/2021 6:00,2021,6,18,6:00,14.4,,11.2,,81,,0,,,,0,,,,101.26,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/18/2021 7:00,2021,6,18,7:00,13.1,,11.2,,88,,0,,,,0,,,,101.28,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/18/2021 8:00,2021,6,18,8:00,12.4,,11.1,,92,,0,,36,,1,,,,101.25,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/18/2021 9:00,2021,6,18,9:00,12.4,,10.5,,88,,0,,4,,2,,,,101.23,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/18/2021 10:00,2021,6,18,10:00,11.8,,10.6,,93,,0,,4,,2,,,,101.22,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/18/2021 11:00,2021,6,18,11:00,10.8,,10.1,,95,,0,,,,0,,,,101.21,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/18/2021 12:00,2021,6,18,12:00,10.6,,9.8,,95,,0,,0,,1,,,,101.23,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/18/2021 13:00,2021,6,18,13:00,10.4,,9.7,,95,,0,,0,,1,,,,101.23,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/18/2021 14:00,2021,6,18,14:00,11.6,,10.5,,93,,0,,2,,1,,,,101.26,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/18/2021 15:00,2021,6,18,15:00,15.2,,11.1,,76,,0,,0,,1,,,,101.25,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/18/2021 16:00,2021,6,18,16:00,17.8,,11.3,,66,,0,,19,,5,,,,101.23,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/18/2021 17:00,2021,6,18,17:00,19.7,,11.3,,58,,0,,17,,8,,,,101.18,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/18/2021 18:00,2021,6,18,18:00,19.9,,11.4,,58,,0,,15,,12,,,,101.14,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/18/2021 19:00,2021,6,18,19:00,21.2,,11.4,,53,,0,,15,,11,,,,101.11,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/18/2021 20:00,2021,6,18,20:00,22.4,,11.2,,49,,0,,16,,13,,,,101.08,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/18/2021 21:00,2021,6,18,21:00,22.6,,11.1,,48,,0,,15,,12,,,,101.04,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/18/2021 22:00,2021,6,18,22:00,22.5,,10.6,,47,,0,,15,,12,,,,101.01,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/18/2021 23:00,2021,6,18,23:00,22.4,,9.7,,44,,0,,15,,16,,,,101,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/19/2021 0:00,2021,6,19,0:00,22.6,,9.6,,44,,0,,15,,10,,,,100.99,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/19/2021 1:00,2021,6,19,1:00,22.6,,9.3,,43,,0,,16,,11,,,,100.96,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/19/2021 2:00,2021,6,19,2:00,21.6,,9.2,,45,,0,,14,,8,,,,100.94,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/19/2021 3:00,2021,6,19,3:00,20.2,,9.9,,51,,0,,16,,9,,,,100.96,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/19/2021 4:00,2021,6,19,4:00,18.3,,11.2,,63,,0,,17,,6,,,,100.99,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/19/2021 5:00,2021,6,19,5:00,16,,11.9,,77,,0,,,,0,,,,101.04,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/19/2021 6:00,2021,6,19,6:00,14.8,,11.9,,83,,0,,5,,1,,,,101.06,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/19/2021 7:00,2021,6,19,7:00,13.9,,11.5,,86,,0,,,,0,,,,101.07,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/19/2021 8:00,2021,6,19,8:00,12.6,,10.7,,88,,0,,10,,1,,,,101.07,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/19/2021 9:00,2021,6,19,9:00,11.8,,10.4,,91,,0,,0,,1,,,,101.09,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/19/2021 10:00,2021,6,19,10:00,10.9,,10,,94,,0,,,,0,,,,101.09,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/19/2021 11:00,2021,6,19,11:00,10.3,,9.5,,95,,0,,,,0,,,,101.11,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/19/2021 12:00,2021,6,19,12:00,10.8,,10.2,,96,,0,,,,0,,,,101.11,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/19/2021 13:00,2021,6,19,13:00,11.5,,10.7,,95,,0,,0,,1,,,,101.14,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/19/2021 14:00,2021,6,19,14:00,12.7,,11.7,,93,,0,,,,0,,,,101.16,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/19/2021 15:00,2021,6,19,15:00,13.7,,11.9,,89,,0,,19,,2,,,,101.16,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/19/2021 16:00,2021,6,19,16:00,14.6,,11,,79,,0,,0,,1,,,,101.15,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/19/2021 17:00,2021,6,19,17:00,16.8,,13,,78,,0,,19,,6,,,,101.13,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/19/2021 18:00,2021,6,19,18:00,18.2,,12.7,,70,,0,,18,,11,,,,101.12,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/19/2021 19:00,2021,6,19,19:00,19.3,,12.1,,63,,0,,18,,16,,,,101.1,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/19/2021 20:00,2021,6,19,20:00,20.1,,12.5,,62,,0,,16,,11,,,,101.1,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/19/2021 21:00,2021,6,19,21:00,19.9,,12.2,,61,,0,,15,,11,,,,101.07,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/19/2021 22:00,2021,6,19,22:00,20.8,,12.5,,59,,0,,18,,15,,,,101.04,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/19/2021 23:00,2021,6,19,23:00,20.2,,12.4,,61,,0,,15,,12,,,,101.04,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/20/2021 0:00,2021,6,20,0:00,20.1,,12.3,,61,,0.1,,16,,13,,,,101,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/20/2021 1:00,2021,6,20,1:00,20.6,,13.3,,63,,0,,15,,11,,,,100.97,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/20/2021 2:00,2021,6,20,2:00,21.2,,13.6,,62,,0,,17,,11,,,,100.92,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/20/2021 3:00,2021,6,20,3:00,19.1,,13,,68,,0,,15,,6,,,,100.95,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/20/2021 4:00,2021,6,20,4:00,18,,12.8,,72,,0,,16,,5,,,,100.98,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/20/2021 5:00,2021,6,20,5:00,15.8,,13,,84,,0,,6,,2,,,,101.05,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/20/2021 6:00,2021,6,20,6:00,14.7,,12.9,,89,,0,,,,0,,,,101.07,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/20/2021 7:00,2021,6,20,7:00,14,,13,,94,,0,,0,,1,,,,101.1,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/20/2021 8:00,2021,6,20,8:00,12.9,,12.1,,94,,0,,0,,1,,,,101.11,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/20/2021 9:00,2021,6,20,9:00,12.1,,11.4,,95,,0,,,,0,,,,101.16,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/20/2021 10:00,2021,6,20,10:00,11.3,,10.7,,96,,0,,33,,2,,,,101.19,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/20/2021 11:00,2021,6,20,11:00,11.4,,10.9,,97,,0,,5,,5,,,,101.22,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/20/2021 12:00,2021,6,20,12:00,10.1,,9.5,,96,,0,,0,,1,,,,101.24,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/20/2021 13:00,2021,6,20,13:00,10.5,,10,,97,,0,,0,,1,,,,101.24,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/20/2021 14:00,2021,6,20,14:00,13,,11.5,,90,,0,,2,,2,,,,101.26,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/20/2021 15:00,2021,6,20,15:00,15.7,,11.3,,75,,0,,2,,2,,,,101.23,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/20/2021 16:00,2021,6,20,16:00,18.2,,10,,59,,0,,33,,6,,,,101.2,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/20/2021 17:00,2021,6,20,17:00,20.9,,9.7,,49,,0,,32,,9,,,,101.12,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/20/2021 18:00,2021,6,20,18:00,24.5,,10,,40,,0,,30,,7,,,,101.02,,26,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/20/2021 19:00,2021,6,20,19:00,27.3,,9.5,,33,,0,,30,,8,,,,100.93,,28,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/20/2021 20:00,2021,6,20,20:00,29.4,,9.5,,29,,0,,30,,7,,,,100.88,,30,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/20/2021 21:00,2021,6,20,21:00,26.8,,11.2,,38,,0,,16,,17,,,,100.85,,29,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/20/2021 22:00,2021,6,20,22:00,26.4,,11.3,,39,,0,,15,,17,,,,100.85,,28,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/20/2021 23:00,2021,6,20,23:00,26.9,,11.5,,38,,0,,15,,13,,,,100.81,,29,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/21/2021 0:00,2021,6,21,0:00,27.7,,12.9,,40,,0,,18,,13,,,,100.76,,30,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/21/2021 1:00,2021,6,21,1:00,26.9,,11.8,,39,,0,,17,,11,,,,100.74,,29,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/21/2021 2:00,2021,6,21,2:00,25.7,,12.1,,43,,0,,20,,9,,,,100.71,,28,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/21/2021 3:00,2021,6,21,3:00,24.4,,12.9,,49,,0,,17,,3,,,,100.71,,27,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/21/2021 4:00,2021,6,21,4:00,21.3,,14.4,,65,,0,,6,,2,,,,100.71,,25,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/21/2021 5:00,2021,6,21,5:00,18.6,,14,,74,,0,,3,,4,,,,100.74,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/21/2021 6:00,2021,6,21,6:00,16.9,,14,,83,,0,,33,,2,,,,100.76,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/21/2021 7:00,2021,6,21,7:00,16.2,,13,,82,,0,,4,,2,,,,100.77,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/21/2021 8:00,2021,6,21,8:00,15.8,,12.4,,80,,0,,3,,2,,,,100.78,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/21/2021 9:00,2021,6,21,9:00,15.3,,12.5,,83,,0,,4,,3,,,,100.76,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/21/2021 10:00,2021,6,21,10:00,14.7,,11.7,,82,,0,,4,,2,,,,100.75,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,6/21/2021 11:00,2021,6,21,11:00,14,,11.3,,84,,0,,4,,3,,,,100.76,,,,,,NA
